Movie_Name,City,Theatre_Name,Ticket_Price,No_of_Tickets_Sold,Total_Revenue,Booking_Date,Release_Date
Metro In Dino,Delhi,INOX,440,174,76560,2025-01-03,2025-01-14
Singham Again,Chandigarh,Carnival Cinemas,264,45,11880,2024-12-05,2024-12-18
Fighter,Bangalore,INOX,489,59,28851,2025-01-14,2025-02-11
The Crew,Chennai,INOX,580,27,15660,2024-11-21,2024-11-30
Sam Bahadur,Delhi,Cinepolis,455,182,82810,2025-02-10,2025-02-24
Yodha,Ahmedabad,PVR,300,163,48900,2025-02-06,2025-02-26
Sam Bahadur,Hyderabad,Cinepolis,198,142,28116,2024-11-01,2024-11-19
Bade Miyan Chote Miyan,Jaipur,Wave Cinemas,302,157,47414,2024-12-03,2024-12-13
The Crew,Indore,Carnival Cinemas,480,36,17280,2024-10-20,2024-11-17
Pushpa 2,Chennai,Carnival Cinemas,454,79,35866,2024-10-15,2024-11-06
Stree 2,Lucknow,Wave Cinemas,463,65,30095,2024-11-28,2024-12-06
Guntur Kaaram,Ahmedabad,Miraj Cinemas,385,126,48510,2024-10-22,2024-11-18
Stree 2,Chandigarh,Wave Cinemas,264,48,12672,2024-11-30,2024-12-15
Pushpa 2,Chennai,INOX,212,12,2544,2024-12-01,2024-12-22
Fighter,Chandigarh,Wave Cinemas,342,106,36252,2025-02-03,2025-02-14
Singham Again,Ahmedabad,Miraj Cinemas,522,134,69948,2025-02-19,2025-02-28
Merry Christmas,Chandigarh,Cinepolis,323,78,25194,2024-11-26,2024-12-10
Bhool Bhulaiyaa 3,Delhi,Carnival Cinemas,186,138,25668,2024-11-06,2024-11-17
Jigra,Ahmedabad,Cinepolis,304,172,52288,2024-12-16,2024-12-31
Metro In Dino,Indore,Carnival Cinemas,518,167,86506,2024-10-12,2024-11-06
Merry Christmas,Indore,Miraj Cinemas,401,112,44912,2024-11-30,2024-12-22
Bhool Bhulaiyaa 3,Pune,PVR,585,34,19890,2025-02-13,2025-02-27
Singham Again,Bangalore,Carnival Cinemas,190,199,37810,2025-01-05,2025-02-01
Emergency,Indore,Carnival Cinemas,510,117,59670,2025-01-01,2025-01-31
Sam Bahadur,Chennai,Miraj Cinemas,317,137,43429,2025-01-16,2025-02-09
Bade Miyan Chote Miyan,Kolkata,PVR,548,200,109600,2024-11-10,2024-11-25
Tiger 3,Bhopal,Cinepolis,493,58,28594,2024-11-06,2024-11-22
Sam Bahadur,Chandigarh,Carnival Cinemas,216,150,32400,2024-11-30,2024-12-26
Bade Miyan Chote Miyan,Ahmedabad,Wave Cinemas,431,58,24998,2024-10-23,2024-11-22
Singham Again,Bangalore,INOX,333,192,63936,2024-11-20,2024-12-01
Salaar,Kolkata,Miraj Cinemas,212,38,8056,2024-11-24,2024-12-07
Mr. and Mrs. Mahi,Ahmedabad,Miraj Cinemas,558,100,55800,2024-10-24,2024-11-09
Dunki,Jaipur,Carnival Cinemas,397,183,72651,2025-01-04,2025-01-15
The Crew,Bhopal,INOX,327,155,50685,2024-10-07,2024-11-03
Singham Again,Chennai,Miraj Cinemas,595,16,9520,2024-10-05,2024-11-02
War 2,Jaipur,Miraj Cinemas,348,107,37236,2024-12-02,2024-12-27
Bade Miyan Chote Miyan,Indore,Cinepolis,213,59,12567,2024-12-14,2025-01-01
Guntur Kaaram,Hyderabad,Carnival Cinemas,380,44,16720,2024-10-23,2024-11-20
Chandu Champion,Pune,Miraj Cinemas,465,13,6045,2024-11-07,2024-11-22
Bade Miyan Chote Miyan,Pune,INOX,290,99,28710,2024-12-15,2024-12-23
Chandu Champion,Pune,INOX,381,39,14859,2024-10-22,2024-11-12
Tiger 3,Chandigarh,Carnival Cinemas,228,125,28500,2024-12-22,2025-01-01
Bade Miyan Chote Miyan,Delhi,Miraj Cinemas,523,148,77404,2024-12-02,2024-12-28
Chandu Champion,Delhi,PVR,340,81,27540,2025-01-30,2025-02-28
The Crew,Delhi,Cinepolis,570,114,64980,2025-02-04,2025-02-24
Merry Christmas,Indore,Wave Cinemas,232,189,43848,2025-01-23,2025-02-08
Jigra,Indore,Miraj Cinemas,273,154,42042,2025-02-13,2025-02-28
The Diplomat,Hyderabad,Miraj Cinemas,350,50,17500,2024-11-14,2024-12-08
Bade Miyan Chote Miyan,Pune,INOX,596,38,22648,2025-01-15,2025-02-11
The Crew,Bhopal,Cinepolis,188,93,17484,2025-01-05,2025-02-01
Yodha,Mumbai,Miraj Cinemas,427,130,55510,2025-01-20,2025-02-06
Jigra,Delhi,Carnival Cinemas,290,152,44080,2024-10-31,2024-11-07
Pushpa 2,Chennai,PVR,517,163,84271,2024-12-02,2024-12-30
Animal,Pune,PVR,311,175,54425,2025-01-07,2025-02-02
The Crew,Ahmedabad,Wave Cinemas,223,65,14495,2025-01-25,2025-02-19
Mr. and Mrs. Mahi,Hyderabad,INOX,220,43,9460,2024-10-17,2024-11-04
Animal,Ahmedabad,INOX,301,45,13545,2025-01-09,2025-01-27
The Crew,Bangalore,INOX,244,47,11468,2024-11-17,2024-12-04
Salaar,Chandigarh,INOX,595,11,6545,2024-11-18,2024-11-29
Bhool Bhulaiyaa 3,Hyderabad,Carnival Cinemas,467,63,29421,2024-12-03,2024-12-31
Singham Again,Indore,Cinepolis,291,154,44814,2024-12-03,2024-12-22
The Crew,Pune,Wave Cinemas,398,71,28258,2025-02-04,2025-02-11
War 2,Bangalore,Miraj Cinemas,261,139,36279,2024-11-13,2024-11-22
Animal,Bhopal,INOX,213,178,37914,2024-11-24,2024-12-07
The Crew,Bhopal,Carnival Cinemas,436,169,73684,2024-12-05,2024-12-21
Metro In Dino,Ahmedabad,Miraj Cinemas,296,184,54464,2024-10-29,2024-11-23
Yodha,Jaipur,INOX,451,162,73062,2024-10-25,2024-11-22
Pushpa 2,Indore,Carnival Cinemas,422,25,10550,2024-11-21,2024-12-21
Merry Christmas,Ahmedabad,Wave Cinemas,339,198,67122,2025-01-31,2025-02-17
Mr. and Mrs. Mahi,Mumbai,Cinepolis,219,32,7008,2024-12-06,2024-12-29
Tiger 3,Ahmedabad,Carnival Cinemas,412,154,63448,2025-01-23,2025-02-02
Salaar,Chennai,Cinepolis,418,49,20482,2024-12-04,2024-12-29
The Diplomat,Chennai,Wave Cinemas,443,116,51388,2025-02-16,2025-02-25
Metro In Dino,Mumbai,Wave Cinemas,464,23,10672,2024-10-23,2024-11-05
Singham Again,Indore,PVR,447,86,38442,2024-10-26,2024-11-17
Bade Miyan Chote Miyan,Bangalore,Miraj Cinemas,186,103,19158,2024-12-13,2024-12-29
Emergency,Chandigarh,INOX,245,199,48755,2024-12-04,2024-12-20
Sam Bahadur,Jaipur,INOX,367,90,33030,2024-10-20,2024-11-18
Stree 2,Kolkata,Cinepolis,463,149,68987,2024-11-17,2024-12-14
Fighter,Mumbai,PVR,596,102,60792,2024-10-31,2024-11-30
Salaar,Ahmedabad,Carnival Cinemas,579,162,93798,2024-12-21,2025-01-15
Pushpa 2,Bhopal,Miraj Cinemas,587,147,86289,2025-01-06,2025-01-24
Bhool Bhulaiyaa 3,Kolkata,Miraj Cinemas,556,184,102304,2024-11-26,2024-12-26
Emergency,Delhi,Carnival Cinemas,345,113,38985,2025-01-19,2025-02-15
Sam Bahadur,Lucknow,Miraj Cinemas,339,168,56952,2024-11-21,2024-12-11
Sam Bahadur,Delhi,INOX,492,198,97416,2025-02-12,2025-02-26
Stree 2,Chennai,Miraj Cinemas,440,34,14960,2024-11-13,2024-11-23
Animal,Lucknow,Miraj Cinemas,199,38,7562,2024-11-02,2024-11-12
Emergency,Jaipur,INOX,327,175,57225,2024-12-19,2025-01-13
Dunki,Pune,Miraj Cinemas,188,170,31960,2024-11-06,2024-11-30
Bhool Bhulaiyaa 3,Mumbai,INOX,236,141,33276,2024-12-22,2025-01-09
The Diplomat,Pune,PVR,403,161,64883,2024-11-27,2024-12-21
Fighter,Bhopal,Miraj Cinemas,180,154,27720,2024-10-18,2024-11-04
Singham Again,Hyderabad,INOX,463,183,84729,2024-10-31,2024-11-14
Emergency,Lucknow,Miraj Cinemas,325,51,16575,2025-02-05,2025-02-25
Singham Again,Indore,Carnival Cinemas,537,124,66588,2024-11-08,2024-11-20
Bhool Bhulaiyaa 3,Lucknow,INOX,588,159,93492,2024-12-02,2024-12-29
Singham Again,Kolkata,PVR,413,173,71449,2024-12-14,2025-01-05
Jigra,Pune,Cinepolis,280,118,33040,2024-12-07,2024-12-23
Stree 2,Bhopal,Cinepolis,350,146,51100,2024-11-02,2024-11-20
The Diplomat,Mumbai,Miraj Cinemas,248,116,28768,2024-11-17,2024-12-09
Dunki,Bhopal,Miraj Cinemas,595,197,117215,2024-12-29,2025-01-27
Singham Again,Bangalore,Wave Cinemas,349,114,39786,2024-11-06,2024-11-29
Singham Again,Bhopal,Wave Cinemas,347,38,13186,2025-01-10,2025-01-19
Tiger 3,Hyderabad,Miraj Cinemas,469,128,60032,2024-12-15,2025-01-09
Stree 2,Jaipur,INOX,423,81,34263,2024-12-19,2024-12-26
Animal,Kolkata,Miraj Cinemas,543,169,91767,2024-12-29,2025-01-15
Guntur Kaaram,Delhi,PVR,414,34,14076,2024-12-25,2025-01-20
Yodha,Ahmedabad,INOX,220,73,16060,2024-12-09,2025-01-08
Metro In Dino,Bangalore,PVR,231,20,4620,2024-11-16,2024-12-02
Guntur Kaaram,Delhi,INOX,413,138,56994,2024-11-25,2024-12-25
Pushpa 2,Chandigarh,Cinepolis,377,121,45617,2025-01-01,2025-01-30
Jigra,Chandigarh,Carnival Cinemas,337,43,14491,2024-10-30,2024-11-12
War 2,Hyderabad,Cinepolis,490,106,51940,2024-10-29,2024-11-12
Guntur Kaaram,Ahmedabad,INOX,438,149,65262,2024-11-10,2024-12-04
Mr. and Mrs. Mahi,Pune,Carnival Cinemas,312,107,33384,2024-12-31,2025-01-29
Yodha,Lucknow,INOX,391,73,28543,2024-12-28,2025-01-20
War 2,Mumbai,Miraj Cinemas,454,123,55842,2025-01-17,2025-02-11
Sam Bahadur,Indore,PVR,267,17,4539,2024-12-01,2024-12-15
Bhool Bhulaiyaa 3,Indore,Miraj Cinemas,541,116,62756,2025-01-23,2025-02-22
Dunki,Lucknow,Miraj Cinemas,308,142,43736,2025-01-21,2025-02-08
Yodha,Bhopal,Miraj Cinemas,427,132,56364,2024-12-29,2025-01-14
Dunki,Jaipur,Cinepolis,444,70,31080,2024-12-16,2025-01-15
Merry Christmas,Hyderabad,INOX,240,31,7440,2024-10-28,2024-11-25
Stree 2,Ahmedabad,PVR,342,199,68058,2024-12-12,2025-01-10
Guntur Kaaram,Jaipur,Miraj Cinemas,414,159,65826,2024-12-06,2025-01-02
The Diplomat,Kolkata,Wave Cinemas,481,36,17316,2025-02-03,2025-02-21
Yodha,Bhopal,Wave Cinemas,289,95,27455,2024-12-15,2025-01-14
Guntur Kaaram,Indore,Carnival Cinemas,265,45,11925,2024-10-11,2024-11-04
Animal,Kolkata,INOX,449,24,10776,2025-01-25,2025-02-05
Fighter,Ahmedabad,Cinepolis,298,178,53044,2024-12-01,2024-12-27
Tiger 3,Lucknow,Miraj Cinemas,305,139,42395,2024-12-24,2025-01-10
Merry Christmas,Jaipur,Miraj Cinemas,521,164,85444,2024-11-08,2024-12-02
Dunki,Lucknow,Carnival Cinemas,451,28,12628,2025-01-30,2025-02-24
The Diplomat,Kolkata,Cinepolis,556,25,13900,2025-02-12,2025-02-25
Stree 2,Kolkata,Carnival Cinemas,208,142,29536,2024-12-17,2024-12-29
Dunki,Kolkata,PVR,301,113,34013,2025-02-10,2025-02-19
Animal,Bhopal,Miraj Cinemas,232,36,8352,2024-11-17,2024-12-15
Bhool Bhulaiyaa 3,Bhopal,Miraj Cinemas,516,200,103200,2024-12-09,2024-12-26
Jigra,Indore,Cinepolis,446,59,26314,2024-10-28,2024-11-26
Guntur Kaaram,Hyderabad,Miraj Cinemas,528,46,24288,2024-12-05,2024-12-26
Bhool Bhulaiyaa 3,Lucknow,INOX,433,46,19918,2024-10-26,2024-11-10
Bade Miyan Chote Miyan,Kolkata,Wave Cinemas,320,80,25600,2024-11-09,2024-11-20
Salaar,Chennai,Cinepolis,364,192,69888,2024-10-12,2024-11-05
Stree 2,Delhi,Carnival Cinemas,268,188,50384,2024-11-21,2024-12-16
Metro In Dino,Lucknow,INOX,252,54,13608,2024-12-01,2024-12-27
Dunki,Kolkata,INOX,294,17,4998,2025-01-07,2025-01-26
Bade Miyan Chote Miyan,Bangalore,INOX,496,16,7936,2024-11-25,2024-12-09
Animal,Bhopal,INOX,302,192,57984,2024-10-26,2024-11-06
Animal,Hyderabad,Wave Cinemas,288,167,48096,2024-11-18,2024-12-11
Mr. and Mrs. Mahi,Ahmedabad,Carnival Cinemas,577,27,15579,2024-11-03,2024-11-15
Fighter,Indore,INOX,512,138,70656,2024-10-06,2024-11-02
Chandu Champion,Delhi,Miraj Cinemas,578,40,23120,2024-11-20,2024-12-15
Dunki,Chandigarh,INOX,490,94,46060,2025-02-16,2025-02-27
Chandu Champion,Jaipur,Wave Cinemas,406,123,49938,2025-01-17,2025-01-30
Mr. and Mrs. Mahi,Bhopal,PVR,504,20,10080,2025-02-08,2025-02-24
Mr. and Mrs. Mahi,Jaipur,Carnival Cinemas,464,32,14848,2024-11-20,2024-12-10
Guntur Kaaram,Hyderabad,PVR,320,65,20800,2024-11-10,2024-12-03
The Diplomat,Mumbai,PVR,217,178,38626,2024-11-19,2024-12-17
Jigra,Delhi,Cinepolis,314,173,54322,2024-12-10,2025-01-04
The Crew,Bangalore,Carnival Cinemas,512,85,43520,2024-10-04,2024-11-02
Dunki,Jaipur,Cinepolis,406,51,20706,2025-01-04,2025-01-27
Chandu Champion,Bhopal,Miraj Cinemas,240,61,14640,2024-12-24,2025-01-22
Bhool Bhulaiyaa 3,Bangalore,PVR,260,159,41340,2024-12-05,2024-12-14
Bhool Bhulaiyaa 3,Lucknow,PVR,571,10,5710,2024-12-02,2024-12-15
Singham Again,Kolkata,Miraj Cinemas,467,120,56040,2025-01-02,2025-01-27
Sam Bahadur,Jaipur,Carnival Cinemas,358,60,21480,2024-11-03,2024-11-20
Fighter,Chennai,Wave Cinemas,305,108,32940,2024-12-21,2025-01-18
Pushpa 2,Chennai,Cinepolis,202,169,34138,2024-12-28,2025-01-18
Guntur Kaaram,Bangalore,Wave Cinemas,430,49,21070,2024-11-28,2024-12-15
Pushpa 2,Mumbai,Carnival Cinemas,287,25,7175,2025-02-01,2025-02-14
Jigra,Lucknow,INOX,362,58,20996,2025-01-27,2025-02-09
Dunki,Lucknow,Miraj Cinemas,542,186,100812,2024-10-29,2024-11-22
Sam Bahadur,Pune,INOX,192,61,11712,2024-12-28,2025-01-13
Bade Miyan Chote Miyan,Hyderabad,Carnival Cinemas,296,164,48544,2024-11-17,2024-12-03
Singham Again,Bhopal,Miraj Cinemas,579,58,33582,2024-11-17,2024-11-27
Bade Miyan Chote Miyan,Bhopal,INOX,388,122,47336,2024-10-18,2024-11-06
Singham Again,Pune,Miraj Cinemas,423,43,18189,2024-12-18,2024-12-31
War 2,Chandigarh,INOX,293,61,17873,2024-11-16,2024-12-08
Singham Again,Lucknow,PVR,543,116,62988,2025-02-01,2025-02-10
War 2,Bangalore,Cinepolis,477,33,15741,2024-12-08,2024-12-16
Pushpa 2,Kolkata,Wave Cinemas,299,62,18538,2025-01-20,2025-01-27
Jigra,Chandigarh,Cinepolis,409,156,63804,2025-01-11,2025-01-31
Dunki,Ahmedabad,Wave Cinemas,221,99,21879,2024-12-01,2024-12-15
Sam Bahadur,Chandigarh,Miraj Cinemas,267,50,13350,2024-11-16,2024-11-24
Animal,Bangalore,PVR,194,152,29488,2024-11-09,2024-11-22
Tiger 3,Hyderabad,Miraj Cinemas,233,146,34018,2024-11-03,2024-11-19
Chandu Champion,Ahmedabad,Miraj Cinemas,189,114,21546,2025-01-12,2025-02-09
Dunki,Chandigarh,Carnival Cinemas,305,14,4270,2025-01-06,2025-01-21
Mr. and Mrs. Mahi,Mumbai,Wave Cinemas,371,200,74200,2024-10-06,2024-11-05
Metro In Dino,Indore,Carnival Cinemas,323,98,31654,2024-11-17,2024-12-16
Emergency,Pune,Cinepolis,242,77,18634,2024-12-08,2025-01-02
Dunki,Bangalore,PVR,399,172,68628,2024-12-07,2024-12-18
Bade Miyan Chote Miyan,Chennai,PVR,290,98,28420,2024-11-06,2024-11-16
Chandu Champion,Ahmedabad,Miraj Cinemas,200,37,7400,2024-12-23,2025-01-19
The Diplomat,Indore,INOX,513,150,76950,2024-12-02,2024-12-25
Bade Miyan Chote Miyan,Kolkata,Carnival Cinemas,289,150,43350,2025-02-20,2025-02-27
Mr. and Mrs. Mahi,Hyderabad,INOX,286,130,37180,2024-11-12,2024-11-24
The Diplomat,Delhi,Cinepolis,223,158,35234,2025-02-01,2025-02-08
Merry Christmas,Hyderabad,Miraj Cinemas,447,155,69285,2024-10-15,2024-11-13
Yodha,Jaipur,Wave Cinemas,246,165,40590,2024-12-19,2025-01-06
Chandu Champion,Bangalore,Miraj Cinemas,263,143,37609,2024-10-23,2024-11-09
Bade Miyan Chote Miyan,Mumbai,Wave Cinemas,481,61,29341,2024-11-09,2024-11-27
Chandu Champion,Ahmedabad,Cinepolis,183,152,27816,2025-02-05,2025-02-13
Bhool Bhulaiyaa 3,Mumbai,Carnival Cinemas,289,39,11271,2025-01-21,2025-02-17
The Crew,Jaipur,Wave Cinemas,419,20,8380,2025-01-06,2025-01-28
Dunki,Chennai,Cinepolis,242,172,41624,2024-12-05,2024-12-17
Yodha,Delhi,INOX,323,75,24225,2024-11-26,2024-12-08
Bhool Bhulaiyaa 3,Kolkata,Miraj Cinemas,386,76,29336,2024-10-29,2024-11-20
Dunki,Pune,INOX,517,147,75999,2024-11-07,2024-11-25
Chandu Champion,Ahmedabad,Wave Cinemas,369,40,14760,2024-10-31,2024-11-10
Yodha,Bhopal,Wave Cinemas,402,70,28140,2024-11-12,2024-12-12
Dunki,Pune,Wave Cinemas,224,160,35840,2024-11-16,2024-12-06
Metro In Dino,Chennai,Miraj Cinemas,388,51,19788,2024-10-21,2024-11-13
Jigra,Jaipur,INOX,474,104,49296,2024-10-25,2024-11-07
The Diplomat,Indore,Wave Cinemas,598,28,16744,2024-11-18,2024-11-28
War 2,Mumbai,PVR,544,100,54400,2024-10-28,2024-11-16
Metro In Dino,Bhopal,Wave Cinemas,318,36,11448,2024-10-09,2024-11-04
Jigra,Ahmedabad,INOX,301,112,33712,2024-11-11,2024-12-04
Jigra,Chennai,Cinepolis,319,75,23925,2024-10-09,2024-11-08
Metro In Dino,Hyderabad,PVR,378,103,38934,2024-10-31,2024-11-09
Merry Christmas,Hyderabad,INOX,592,155,91760,2024-11-28,2024-12-06
Dunki,Hyderabad,PVR,425,150,63750,2025-01-14,2025-02-04
Merry Christmas,Bhopal,PVR,213,171,36423,2024-11-01,2024-11-14
Sam Bahadur,Indore,Wave Cinemas,535,137,73295,2024-10-20,2024-11-05
Metro In Dino,Kolkata,INOX,194,200,38800,2024-11-26,2024-12-08
The Crew,Ahmedabad,PVR,555,196,108780,2024-11-30,2024-12-30
Fighter,Lucknow,INOX,468,107,50076,2025-01-16,2025-02-06
Yodha,Ahmedabad,Cinepolis,512,188,96256,2024-10-11,2024-11-02
Singham Again,Indore,INOX,284,158,44872,2024-12-25,2025-01-03
Fighter,Ahmedabad,Miraj Cinemas,456,169,77064,2025-01-27,2025-02-18
Chandu Champion,Delhi,PVR,514,66,33924,2024-11-25,2024-12-25
Yodha,Lucknow,INOX,421,87,36627,2025-01-16,2025-01-27
Dunki,Delhi,PVR,202,13,2626,2025-02-03,2025-02-12
Pushpa 2,Kolkata,INOX,441,43,18963,2025-01-15,2025-01-29
Animal,Chandigarh,Cinepolis,319,139,44341,2025-01-19,2025-02-01
The Diplomat,Jaipur,Cinepolis,287,101,28987,2024-11-23,2024-12-15
Salaar,Ahmedabad,INOX,247,161,39767,2024-12-07,2024-12-21
War 2,Bhopal,PVR,482,134,64588,2024-11-17,2024-12-17
Yodha,Kolkata,Miraj Cinemas,353,198,69894,2024-12-13,2024-12-31
Mr. and Mrs. Mahi,Pune,Miraj Cinemas,251,42,10542,2024-11-22,2024-12-05
Chandu Champion,Lucknow,PVR,485,14,6790,2024-11-15,2024-11-29
The Diplomat,Mumbai,Wave Cinemas,534,43,22962,2025-02-07,2025-02-18
The Crew,Bhopal,Miraj Cinemas,349,72,25128,2024-10-24,2024-11-04
Chandu Champion,Chennai,Miraj Cinemas,387,73,28251,2025-01-11,2025-02-07
Bade Miyan Chote Miyan,Jaipur,Wave Cinemas,335,153,51255,2025-01-23,2025-02-05
Yodha,Chandigarh,INOX,297,62,18414,2025-01-30,2025-02-24
Emergency,Ahmedabad,PVR,244,60,14640,2024-12-30,2025-01-21
The Diplomat,Bangalore,PVR,354,177,62658,2024-11-23,2024-11-30
Mr. and Mrs. Mahi,Ahmedabad,Cinepolis,368,62,22816,2024-12-24,2025-01-02
War 2,Kolkata,Cinepolis,190,13,2470,2024-12-05,2024-12-18
The Diplomat,Ahmedabad,Wave Cinemas,400,175,70000,2025-02-05,2025-02-20
The Crew,Bhopal,Carnival Cinemas,600,15,9000,2024-12-10,2024-12-28
Tiger 3,Delhi,INOX,278,181,50318,2024-11-01,2024-11-10
Guntur Kaaram,Delhi,INOX,582,185,107670,2024-10-31,2024-11-13
Bade Miyan Chote Miyan,Mumbai,PVR,560,93,52080,2024-11-01,2024-11-12
Bhool Bhulaiyaa 3,Kolkata,Wave Cinemas,577,95,54815,2024-11-04,2024-11-24
Pushpa 2,Bhopal,Wave Cinemas,339,135,45765,2024-12-27,2025-01-16
Guntur Kaaram,Bangalore,INOX,329,24,7896,2024-12-19,2025-01-03
Tiger 3,Pune,PVR,212,23,4876,2025-01-07,2025-02-01
Animal,Lucknow,Carnival Cinemas,326,145,47270,2025-01-22,2025-02-20
Sam Bahadur,Ahmedabad,Wave Cinemas,206,101,20806,2024-10-17,2024-11-14
Sam Bahadur,Chandigarh,PVR,266,142,37772,2024-10-29,2024-11-18
Tiger 3,Chandigarh,Wave Cinemas,295,25,7375,2025-01-29,2025-02-20
Animal,Bangalore,Carnival Cinemas,184,67,12328,2025-02-05,2025-02-18
Metro In Dino,Chandigarh,Wave Cinemas,318,195,62010,2024-12-09,2025-01-03
Salaar,Chandigarh,Cinepolis,379,111,42069,2025-01-14,2025-02-11
War 2,Jaipur,Wave Cinemas,432,109,47088,2024-12-28,2025-01-25
War 2,Bhopal,INOX,183,99,18117,2025-01-01,2025-01-18
The Crew,Jaipur,INOX,220,159,34980,2024-10-24,2024-11-23
Dunki,Indore,Wave Cinemas,201,191,38391,2025-02-13,2025-02-28
Guntur Kaaram,Kolkata,INOX,299,23,6877,2024-12-02,2024-12-14
The Diplomat,Pune,Wave Cinemas,508,48,24384,2024-10-29,2024-11-09
Guntur Kaaram,Delhi,PVR,188,191,35908,2025-01-18,2025-02-16
The Crew,Lucknow,INOX,578,193,111554,2024-12-14,2025-01-09
Merry Christmas,Bhopal,Wave Cinemas,415,178,73870,2024-12-13,2024-12-25
Yodha,Lucknow,PVR,270,124,33480,2024-12-02,2024-12-18
Guntur Kaaram,Jaipur,Wave Cinemas,281,151,42431,2024-12-01,2024-12-21
Dunki,Indore,Miraj Cinemas,585,17,9945,2025-01-16,2025-01-24
Sam Bahadur,Indore,Carnival Cinemas,550,64,35200,2024-11-20,2024-12-15
Fighter,Delhi,Cinepolis,188,20,3760,2024-11-21,2024-12-20
Jigra,Pune,Carnival Cinemas,202,178,35956,2024-11-01,2024-11-25
Pushpa 2,Chennai,PVR,574,47,26978,2024-11-30,2024-12-19
Dunki,Bangalore,Wave Cinemas,549,127,69723,2025-01-03,2025-01-24
Merry Christmas,Jaipur,INOX,469,55,25795,2025-01-24,2025-02-20
Salaar,Hyderabad,Miraj Cinemas,487,37,18019,2024-10-16,2024-11-15
The Crew,Kolkata,Miraj Cinemas,183,137,25071,2025-01-10,2025-01-25
Tiger 3,Delhi,Cinepolis,350,16,5600,2024-12-21,2025-01-13
Jigra,Jaipur,Wave Cinemas,497,62,30814,2024-11-17,2024-12-13
Fighter,Bhopal,Miraj Cinemas,268,38,10184,2024-12-26,2025-01-13
Pushpa 2,Jaipur,Miraj Cinemas,225,167,37575,2024-12-29,2025-01-15
Dunki,Chandigarh,Cinepolis,562,80,44960,2024-12-15,2025-01-08
Guntur Kaaram,Lucknow,Cinepolis,337,17,5729,2024-12-18,2024-12-29
Tiger 3,Bhopal,Carnival Cinemas,412,66,27192,2024-10-21,2024-11-12
Dunki,Kolkata,Miraj Cinemas,505,198,99990,2025-01-17,2025-02-14
Dunki,Ahmedabad,Cinepolis,537,166,89142,2025-02-14,2025-02-28
Dunki,Jaipur,INOX,583,22,12826,2025-02-12,2025-02-25
Animal,Ahmedabad,INOX,192,184,35328,2024-10-04,2024-11-02
Fighter,Kolkata,Wave Cinemas,346,147,50862,2025-01-11,2025-01-19
Mr. and Mrs. Mahi,Hyderabad,Cinepolis,468,99,46332,2024-12-02,2024-12-25
Pushpa 2,Kolkata,PVR,590,84,49560,2024-11-02,2024-11-25
Dunki,Chandigarh,Cinepolis,189,80,15120,2024-10-15,2024-11-08
Stree 2,Indore,Miraj Cinemas,298,72,21456,2025-01-13,2025-02-06
Metro In Dino,Chennai,Carnival Cinemas,588,95,55860,2025-02-11,2025-02-19
Sam Bahadur,Jaipur,Wave Cinemas,269,132,35508,2025-02-13,2025-02-24
Fighter,Indore,Carnival Cinemas,434,28,12152,2024-11-19,2024-12-01
Jigra,Hyderabad,Miraj Cinemas,266,200,53200,2025-01-16,2025-02-09
The Crew,Lucknow,Carnival Cinemas,375,183,68625,2024-12-03,2024-12-23
Fighter,Kolkata,Cinepolis,242,195,47190,2025-01-29,2025-02-15
Singham Again,Bangalore,Wave Cinemas,403,49,19747,2024-12-03,2024-12-20
Tiger 3,Chandigarh,Wave Cinemas,394,95,37430,2025-01-18,2025-02-01
Bade Miyan Chote Miyan,Ahmedabad,Carnival Cinemas,533,149,79417,2024-10-29,2024-11-12
The Crew,Hyderabad,INOX,478,180,86040,2025-02-15,2025-02-27
Bhool Bhulaiyaa 3,Ahmedabad,Wave Cinemas,545,154,83930,2024-11-03,2024-11-21
Jigra,Kolkata,Miraj Cinemas,311,120,37320,2024-11-15,2024-12-04
Fighter,Chandigarh,PVR,383,16,6128,2025-01-01,2025-01-23
Mr. and Mrs. Mahi,Mumbai,Carnival Cinemas,584,64,37376,2025-01-08,2025-02-05
Salaar,Jaipur,Cinepolis,366,11,4026,2024-10-20,2024-11-05
The Crew,Bangalore,Miraj Cinemas,526,72,37872,2024-10-22,2024-11-15
Guntur Kaaram,Bhopal,Carnival Cinemas,256,188,48128,2024-10-02,2024-11-01
Yodha,Indore,Miraj Cinemas,366,101,36966,2024-11-27,2024-12-10
Dunki,Kolkata,Wave Cinemas,505,35,17675,2024-12-02,2024-12-20
Jigra,Kolkata,PVR,401,77,30877,2024-11-19,2024-12-01
Chandu Champion,Chennai,Carnival Cinemas,269,54,14526,2024-12-10,2025-01-05
Tiger 3,Kolkata,Miraj Cinemas,509,10,5090,2025-01-06,2025-01-13
Dunki,Chennai,Cinepolis,578,61,35258,2024-11-27,2024-12-06
Merry Christmas,Bangalore,Cinepolis,360,68,24480,2025-02-03,2025-02-25
Guntur Kaaram,Kolkata,Wave Cinemas,263,125,32875,2025-02-03,2025-02-10
The Crew,Pune,Miraj Cinemas,199,149,29651,2024-11-07,2024-11-18
Merry Christmas,Mumbai,Cinepolis,448,26,11648,2025-02-10,2025-02-22
Merry Christmas,Mumbai,PVR,468,91,42588,2025-01-06,2025-01-28
Sam Bahadur,Bhopal,Wave Cinemas,221,35,7735,2025-01-24,2025-02-22
